,length: 1 mode: deg,length: 1 mode: min,length: 1 mode: btw,length: 1 mode: eig,length: 2 mode: deg,length: 2 mode: min,length: 2 mode: btw,length: 2 mode: eig,length: 3 mode: deg,length: 3 mode: min,length: 3 mode: btw,length: 3 mode: eig
accu,0.7410714285714286,0.7678571428571429,0.7357142857142855,0.7696428571428571,0.7625,0.7535714285714287,0.7303571428571428,0.7196428571428571,0.7249999999999999,0.7482142857142857,0.7428571428571429,0.7428571428571429
